order_id,customer_id,sku,order_date,channel,qty,order_value_inr,lot_code
VR908972,C102213,VA-HP-ST3,2025-09-27,Flipkart,1,5599,ST3-2507-4
VR909916,C104732,VA-SW-FIT,2025-09-27,Amazon,1,1799,FIT-2507-4
VR881185,C101449,VA-EB-PL2,2025-09-28,vireo.in,2,6998,PL2-2508-4
VR882078,C103236,VA-HP-ST3,2025-09-28,Amazon,2,11898,ST3-2508-4
VR885453,C100156,VA-SP-MINI,2025-09-28,Amazon,1,2124,MINI-2507-1
VR887805,C101011,VA-SP-MINI,2025-09-28,Amazon,1,1999,MINI-2508-1
VR888789,C101092,VA-HP-ST3,2025-09-28,Amazon,1,6299,ST3-2506-3
VR890612,C108117,VA-SW-FIT,2025-09-28,Amazon,1,1999,FIT-2508-3
VR891008,C105971,VA-EB-PL2,2025-09-28,vireo.in,2,6998,PL2-2507-3
VR891165,C104029,VA-EB-PL2,2025-09-28,Amazon,1,2799,PL2-2509-3
VR892840,C106996,VA-EB-PL2,2025-09-28,Flipkart,1,3499,PL2-2507-1
VR893001,C107349,VA-HP-ST3,2025-09-28,Flipkart,1,6299,ST3-2507-2
VR893085,C105155,VA-EB-PL2,2025-09-28,Amazon,1,3499,PL2-2507-2
VR894999,C106770,VA-SW-NX2,2025-09-28,Flipkart,1,6499,NX2-2507-4
VR895394,C108202,VA-HP-ST3,2025-09-28,vireo.in,1,5949,ST3-2507-1
VR895817,C102702,VA-EB-PL2,2025-09-28,Flipkart,1,2799,PL2-2507-2
VR897992,C109030,VA-SW-NX1,2025-09-28,vireo.in,2,9498,NX1-2507-4
VR898148,C106256,VA-AC-CBL,2025-09-28,vireo.in,2,798,CBL-2507-4
VR898184,C101392,VA-HP-ST3,2025-09-28,vireo.in,1,6999,ST3-2506-2
VR898767,C108780,VA-EB-AIR,2025-09-28,vireo.in,1,1709,AIR-2508-2
VR901568,C100798,VA-EB-PL2,2025-09-28,Amazon,1,2974,PL2-2508-4
VR903865,C109198,VA-AC-CASE,2025-09-28,Amazon,1,1104,CASE-2508-3
VR905856,C102345,VA-HP-ST3,2025-09-28,vireo.in,1,6299,ST3-2507-2
VR905959,C108796,VA-EB-PL2,2025-09-28,Amazon,1,2974,PL2-2508-1
VR907050,C100878,VA-EB-PL2,2025-09-28,vireo.in,1,2974,PL2-2508-4
VR907704,C106320,VA-HP-ST2,2025-09-28,vireo.in,1,4499,ST2-2507-2
VR909563,C104300,VA-EB-PL2,2025-09-28,Amazon,1,3499,PL2-2508-4
VR909584,C102809,VA-SW-FIT,2025-09-28,Amazon,1,1999,FIT-2506-2
VR881490,C103929,VA-SP-MINI,2025-09-29,vireo.in,1,2499,MINI-2506-1
VR882577,C101890,VA-EB-PL2,2025-09-29,Flipkart,1,2974,PL2-2506-2
VR883131,C103397,VA-EB-PL1,2025-09-29,Amazon,1,2499,PL1-2506-3
VR884269,C104516,VA-EB-PL1,2025-09-29,vireo.in,1,2249,PL1-2506-1
VR884719,C107038,VA-EB-PL2,2025-09-29,vireo.in,1,3499,PL2-2506-1
VR885579,C103654,VA-EB-PL2,2025-09-29,Flipkart,1,3324,PL2-2506-1
VR887273,C107753,VA-EB-PL2,2025-09-29,vireo.in,1,3149,PL2-2507-3
VR887303,C101752,VA-EB-PL2,2025-09-29,Amazon,1,2799,PL2-2508-4
VR888109,C106582,VA-EB-PL2,2025-09-29,vireo.in,1,3499,PL2-2508-4
VR888841,C108133,VA-SP-MINI,2025-09-29,Amazon,1,2249,MINI-2507-4
VR889854,C101145,VA-EB-PL2,2025-09-29,Amazon,1,3324,PL2-2508-3
VR890444,C107418,VA-EB-AIR,2025-09-29,vireo.in,1,1799,AIR-2508-3
VR891013,C107276,VA-SW-NX1,2025-09-29,vireo.in,1,4999,NX1-2507-3
VR893176,C108109,VA-AC-CASE,2025-09-29,vireo.in,1,1039,CASE-2506-1
VR896137,C100293,VA-AC-CASE,2025-09-29,vireo.in,1,1299,CASE-2508-3
VR897403,C107291,VA-SW-NX2,2025-09-29,vireo.in,1,5524,NX2-2509-1
VR899331,C103508,VA-AC-CASE,2025-09-29,vireo.in,2,2598,CASE-2506-2
VR899511,C104334,VA-EB-PL2,2025-09-29,Amazon,1,3324,PL2-2506-2
VR902089,C104939,VA-EB-PL2,2025-09-29,vireo.in,2,6998,PL2-2508-1
VR902323,C107052,VA-EB-PL1,2025-09-29,vireo.in,1,2499,PL1-2509-2
VR902379,C101475,VA-EB-PL2,2025-09-29,vireo.in,1,3324,PL2-2507-2
VR902779,C104204,VA-EB-PL2,2025-09-29,vireo.in,1,3499,PL2-2509-4
VR904695,C106140,VA-NB-ARC,2025-09-29,Flipkart,1,1299,ARC-2508-2
VR904890,C108267,VA-EB-PL2,2025-09-29,vireo.in,1,2974,PL2-2507-1
VR909279,C103726,VA-SP-MINI,2025-09-29,Flipkart,1,1999,MINI-2508-3
VR881784,C109004,VA-EB-AIR,2025-09-30,Amazon,2,3238,AIR-2507-2
VR882908,C100310,VA-EB-PL2,2025-09-30,vireo.in,1,3499,PL2-2507-3
VR883142,C100125,VA-EB-AIR,2025-09-30,Flipkart,1,1439,AIR-2506-2
VR883515,C107606,VA-EB-PL2,2025-09-30,Flipkart,1,3324,PL2-2506-4
VR883616,C104223,VA-EB-AIR,2025-09-30,Amazon,1,1799,AIR-2508-3
VR884146,C104354,VA-EB-PL1,2025-09-30,Amazon,1,2374,PL1-2507-4
VR885514,C108044,VA-EB-PL2,2025-09-30,Amazon,1,2799,PL2-2507-1
VR886209,C104961,VA-NB-ARC,2025-09-30,Amazon,1,1104,ARC-2506-4
VR886836,C101246,VA-SW-NX2,2025-09-30,vireo.in,1,5524,NX2-2507-2
VR886908,C105899,VA-EB-AIR,2025-09-30,vireo.in,1,1439,AIR-2508-1
VR890192,C106093,VA-EB-PL1,2025-09-30,Amazon,1,1999,PL1-2506-4
VR890482,C101123,VA-EB-PL2,2025-09-30,Amazon,1,3324,PL2-2507-1
VR890546,C106362,VA-EB-PL1,2025-09-30,vireo.in,2,4998,PL1-2506-3
VR891154,C105139,VA-EB-PL2,2025-09-30,Amazon,1,2799,PL2-2506-1
VR892481,C103642,VA-EB-PL2,2025-09-30,Flipkart,1,3499,PL2-2507-3
VR892910,C105377,VA-EB-PL2,2025-09-30,vireo.in,1,3149,PL2-2508-3
VR893450,C106403,VA-EB-PL1,2025-09-30,vireo.in,1,2124,PL1-2507-1
VR893515,C104693,VA-HP-ST3,2025-09-30,Flipkart,1,5599,ST3-2507-1
VR894616,C100095,VA-AC-CASE,2025-09-30,Amazon,1,1299,CASE-2507-2
VR895454,C100422,VA-EB-AIR,2025-09-30,vireo.in,1,1799,AIR-2508-4
VR896324,C107191,VA-EB-PL2,2025-09-30,Amazon,1,3499,PL2-2507-3
VR896956,C102122,VA-EB-PL2,2025-09-30,Amazon,1,2974,PL2-2507-2
VR899011,C103545,VA-SP-ORB,2025-09-30,vireo.in,1,5099,ORB-2507-3
VR900051,C107596,VA-SW-FIT,2025-09-30,vireo.in,1,1899,FIT-2508-1
VR900085,C103971,VA-HP-ST2,2025-09-30,vireo.in,2,9498,ST2-2507-4
VR900119,C107052,VA-EB-AIR,2025-09-30,Amazon,1,1799,AIR-2508-3
VR902818,C109207,VA-HP-ST2,2025-09-30,vireo.in,1,4999,ST2-2507-3
VR903594,C100238,VA-EB-PL2,2025-09-30,vireo.in,1,2799,PL2-2506-1
VR903834,C109268,VA-EB-PL2,2025-09-30,vireo.in,1,2974,PL2-2506-3
VR904486,C104418,VA-EB-AIR,2025-09-30,vireo.in,1,1529,AIR-2507-3
VR905329,C109253,VA-SP-MINI,2025-09-30,Flipkart,1,2249,MINI-2506-1
VR906028,C100285,VA-EB-PL2,2025-09-30,vireo.in,1,2974,PL2-2508-1
VR907389,C103203,VA-SW-NX1,2025-09-30,Amazon,1,4999,NX1-2506-1
VR908816,C107448,VA-EB-PL2,2025-09-30,Flipkart,1,3499,PL2-2507-3
VR908963,C102582,VA-NB-ARC,2025-09-30,vireo.in,1,1299,ARC-2509-3
VR909946,C104249,VA-EB-PL2,2025-09-30,Amazon,1,3499,PL2-2508-4
VR884261,C105414,VA-EB-PL2,2025-10-01,Amazon,1,3149,PL2-2507-3
VR885780,C108544,VA-SW-NX1,2025-10-01,vireo.in,1,3999,NX1-2508-2
VR887503,C104380,VA-SP-MINI,2025-10-01,vireo.in,1,2124,MINI-2506-4
VR889889,C101267,VA-EB-AIR,2025-10-01,vireo.in,1,1619,AIR-2506-3
VR890412,C107571,VA-EB-PL2,2025-10-01,vireo.in,1,3499,PL2-2507-3
VR890639,C104571,VA-EB-PL2,2025-10-01,Amazon,1,2974,PL2-2507-3
VR891095,C100781,VA-EB-PL2,2025-10-01,vireo.in,1,2799,PL2-2506-2
VR892880,C104039,VA-SP-ORB,2025-10-01,Amazon,1,5999,ORB-2506-3
VR893653,C106913,VA-EB-PL2,2025-10-01,vireo.in,1,3499,PL2-2506-4
VR893809,C108038,VA-AC-CASE,2025-10-01,vireo.in,1,1169,CASE-2508-3
VR894757,C104241,VA-AC-CBL,2025-10-01,vireo.in,1,359,CBL-2506-2
VR896609,C105404,VA-EB-PL1,2025-10-01,vireo.in,1,2124,PL1-2506-2
VR896688,C105774,VA-EB-PL2,2025-10-01,vireo.in,2,5948,PL2-2509-2
VR897670,C106188,VA-SW-NX2,2025-10-01,vireo.in,1,6499,NX2-2508-4
VR897752,C102255,VA-AC-CBL,2025-10-01,Amazon,1,399,CBL-2507-4
VR898705,C106333,VA-SW-NX2,2025-10-01,vireo.in,1,6499,NX2-2506-4
VR900083,C101073,VA-EB-PL1,2025-10-01,vireo.in,1,2499,PL1-2506-3
VR900338,C100235,VA-SW-NX2,2025-10-01,Flipkart,1,6499,NX2-2508-1
VR900871,C105775,VA-EB-PL1,2025-10-01,vireo.in,1,2249,PL1-2507-2
VR901874,C101546,VA-SW-NX2,2025-10-01,vireo.in,1,5849,NX2-2506-1
VR902741,C108715,VA-EB-PL2,2025-10-01,vireo.in,1,2799,PL2-2507-1
VR903739,C105144,VA-HP-ST2,2025-10-01,Amazon,1,4999,ST2-2508-4
VR905741,C103570,VA-EB-PL2,2025-10-01,vireo.in,1,3499,PL2-2508-1
VR906887,C108571,VA-EB-PL2,2025-10-01,Amazon,1,2974,PL2-2508-1
VR907534,C108107,VA-SW-NX2,2025-10-01,Amazon,1,6499,NX2-2508-1
VR907838,C100728,VA-HP-ST3,2025-10-01,vireo.in,1,6649,ST3-2509-1
VR908243,C105955,VA-SW-NX2,2025-10-01,vireo.in,2,12998,NX2-2508-3
VR908623,C104993,VA-EB-PL2,2025-10-01,vireo.in,1,3324,PL2-2507-3
VR908812,C103791,VA-AC-CASE,2025-10-01,vireo.in,1,1299,CASE-2508-3
VR908865,C100454,VA-EB-PL2,2025-10-01,vireo.in,1,3149,PL2-2508-2
VR909390,C100974,VA-EB-PL2,2025-10-01,vireo.in,1,3499,PL2-2509-3
VR910080,C104744,VA-SW-FIT,2025-10-01,vireo.in,1,1799,FIT-2507-2
VR881617,C107420,VA-EB-PL2,2025-10-02,Flipkart,1,3499,PL2-2507-4
VR882199,C109194,VA-HP-ST3,2025-10-02,Amazon,1,5599,ST3-2507-3
VR882591,C100604,VA-AC-CH65,2025-10-02,vireo.in,1,1274,CH65-2508-2
VR885264,C107029,VA-HP-ST3,2025-10-02,Flipkart,1,6999,ST3-2509-1
VR885317,C103058,VA-HP-ST3,2025-10-02,vireo.in,1,5599,ST3-2508-1
VR886562,C107997,VA-EB-PL2,2025-10-02,Flipkart,1,2974,PL2-2508-2
VR887331,C103699,VA-EB-PL2,2025-10-02,Flipkart,1,3149,PL2-2509-1
VR888205,C102705,VA-SW-NX2,2025-10-02,Flipkart,1,5849,NX2-2507-3
VR888551,C103224,VA-EB-PL1,2025-10-02,vireo.in,1,2499,PL1-2507-1
VR888643,C102030,VA-EB-PL2,2025-10-02,vireo.in,1,2799,PL2-2507-4
VR888756,C107622,VA-SW-NX2,2025-10-02,Flipkart,1,6174,NX2-2507-2
VR888870,C105273,VA-EB-PL2,2025-10-02,vireo.in,1,2974,PL2-2507-1
VR888980,C101780,VA-EB-PL2,2025-10-02,Amazon,1,2799,PL2-2508-3
VR889287,C101128,VA-EB-PL2,2025-10-02,Amazon,1,3499,PL2-2507-2
VR890635,C106158,VA-SP-MINI,2025-10-02,vireo.in,1,2499,MINI-2509-1
VR890838,C108031,VA-EB-PL1,2025-10-02,Amazon,1,2124,PL1-2507-1
VR891206,C105970,VA-SP-ORB,2025-10-02,vireo.in,1,5699,ORB-2507-1
VR891506,C109407,VA-EB-PL2,2025-10-02,vireo.in,1,3499,PL2-2508-1
VR891646,C105025,VA-EB-PL2,2025-10-02,Amazon,1,3499,PL2-2509-2
VR891880,C109411,VA-SP-MINI,2025-10-02,Flipkart,1,1999,MINI-2508-1
VR894137,C106530,VA-SW-FIT,2025-10-02,vireo.in,1,1799,FIT-2507-4
VR894142,C100048,VA-HP-ST3,2025-10-02,Flipkart,1,5949,ST3-2508-1
VR894744,C109152,VA-AC-CASE,2025-10-02,vireo.in,1,1299,CASE-2508-1
VR895150,C107523,VA-EB-PL2,2025-10-02,vireo.in,1,3499,PL2-2507-1
VR895467,C103985,VA-EB-PL2,2025-10-02,Flipkart,1,3499,PL2-2508-3
VR895703,C107128,VA-EB-PL2,2025-10-02,vireo.in,1,3149,PL2-2506-3
VR895930,C106987,VA-HP-ST2,2025-10-02,vireo.in,2,8498,ST2-2508-2
VR897704,C105298,VA-SP-MINI,2025-10-02,vireo.in,1,2499,MINI-2507-2
VR898037,C100785,VA-EB-AIR,2025-10-02,Flipkart,1,1619,AIR-2508-1
VR899256,C102226,VA-SW-NX2,2025-10-02,Amazon,1,6499,NX2-2506-4
VR900702,C104581,VA-EB-AIR,2025-10-02,vireo.in,1,1439,AIR-2509-4
VR900764,C105147,VA-HP-ST3,2025-10-02,vireo.in,1,6999,ST3-2508-1
VR900817,C103418,VA-SW-NX2,2025-10-02,Flipkart,1,5199,NX2-2509-1
VR900966,C109172,VA-SP-ORB,2025-10-02,vireo.in,2,9598,ORB-2508-2
VR901590,C105873,VA-AC-CASE,2025-10-02,vireo.in,1,1299,CASE-2507-2
VR901607,C101245,VA-EB-PL2,2025-10-02,vireo.in,1,2974,PL2-2507-2
VR902629,C106603,VA-EB-PL2,2025-10-02,Amazon,1,3499,PL2-2507-4
VR903326,C108862,VA-EB-PL1,2025-10-02,vireo.in,1,2249,PL1-2507-1
VR904508,C108589,VA-SW-NX2,2025-10-02,Flipkart,1,6174,NX2-2507-2
VR904985,C106193,VA-EB-PL2,2025-10-02,Flipkart,2,5948,PL2-2509-4
VR905046,C104218,VA-EB-PL2,2025-10-02,Amazon,1,3499,PL2-2506-2
VR905735,C101138,VA-AC-CH65,2025-10-02,vireo.in,1,1499,CH65-2507-1
VR906181,C107192,VA-EB-AIR,2025-10-02,Amazon,1,1619,AIR-2508-3
VR880110,C103803,VA-SW-NX1,2025-10-03,vireo.in,1,4499,NX1-2508-1
VR881176,C109334,VA-EB-PL2,2025-10-03,vireo.in,1,3324,PL2-2508-4
VR884539,C105601,VA-SP-MINI,2025-10-03,vireo.in,1,2249,MINI-2509-3
VR885511,C104212,VA-SW-NX2,2025-10-03,vireo.in,1,5199,NX2-2506-4
VR885588,C104400,VA-HP-ST2,2025-10-03,vireo.in,1,4499,ST2-2506-2
VR886668,C102204,VA-EB-PL2,2025-10-03,vireo.in,1,2799,PL2-2509-2
VR887517,C107103,VA-EB-PL2,2025-10-03,Amazon,1,3499,PL2-2507-2
VR887647,C101534,VA-EB-PL2,2025-10-03,Amazon,1,3499,PL2-2506-2
VR888072,C108553,VA-SP-ORB,2025-10-03,vireo.in,1,5999,ORB-2509-1
VR888640,C105643,VA-EB-PL2,2025-10-03,Amazon,1,3499,PL2-2509-4
VR888813,C108788,VA-SW-NX2,2025-10-03,Amazon,1,6499,NX2-2507-4
VR889750,C103768,VA-EB-PL2,2025-10-03,vireo.in,2,5948,PL2-2507-3
VR889757,C107071,VA-SW-NX2,2025-10-03,Flipkart,1,6499,NX2-2508-1
VR891966,C108272,VA-EB-PL2,2025-10-03,vireo.in,1,3499,PL2-2507-2
VR892750,C106433,VA-EB-PL1,2025-10-03,vireo.in,1,2124,PL1-2507-4
VR893151,C107213,VA-EB-PL1,2025-10-03,vireo.in,1,2499,PL1-2507-2
VR893737,C104275,VA-EB-PL2,2025-10-03,vireo.in,2,6998,PL2-2507-1
VR893759,C106948,VA-SP-MINI,2025-10-03,Flipkart,1,1999,MINI-2506-2
VR894105,C102044,VA-EB-PL2,2025-10-03,vireo.in,1,2974,PL2-2509-3
VR894384,C102159,VA-SW-NX1,2025-10-03,Amazon,1,4749,NX1-2507-2
VR894679,C105416,VA-SW-NX2,2025-10-03,Amazon,1,6499,NX2-2507-4
VR895100,C108031,VA-SP-MINI,2025-10-03,vireo.in,1,2499,MINI-2508-4
VR895412,C107801,VA-EB-PL2,2025-10-03,Amazon,1,2974,PL2-2508-2
VR896979,C105071,VA-EB-PL2,2025-10-03,Amazon,1,3499,PL2-2507-3
VR897469,C100912,VA-EB-PL2,2025-10-03,Amazon,1,3324,PL2-2508-4
VR898295,C109463,VA-AC-CASE,2025-10-03,vireo.in,1,1234,CASE-2507-1
VR898498,C102192,VA-EB-PL2,2025-10-03,vireo.in,1,2974,PL2-2509-4
VR901629,C105741,VA-EB-PL2,2025-10-03,vireo.in,1,3149,PL2-2507-2
VR901669,C104901,VA-SP-MINI,2025-10-03,Amazon,1,2374,MINI-2506-1
VR902221,C102510,VA-SW-NX2,2025-10-03,vireo.in,1,5849,NX2-2508-2
VR902377,C105081,VA-EB-PL2,2025-10-03,Amazon,1,3499,PL2-2507-2
VR903899,C109344,VA-SP-ORB,2025-10-03,vireo.in,1,5999,ORB-2507-2
VR903959,C105059,VA-SW-NX1,2025-10-03,Amazon,1,4249,NX1-2506-1
VR904636,C101538,VA-SP-MINI,2025-10-03,vireo.in,1,2124,MINI-2506-1
VR905277,C105623,VA-HP-ST2,2025-10-03,vireo.in,1,3999,ST2-2509-3
VR908246,C108790,VA-SW-NX2,2025-10-03,Amazon,1,6499,NX2-2506-1
VR880089,C100446,VA-EB-PL2,2025-10-04,Amazon,1,3324,PL2-2507-2
VR881352,C108373,VA-EB-PL2,2025-10-04,vireo.in,1,2974,PL2-2509-1
VR884904,C108192,VA-HP-ST3,2025-10-04,vireo.in,1,5599,ST3-2507-4
VR885699,C108415,VA-EB-PL1,2025-10-04,vireo.in,1,2249,PL1-2507-3
VR886539,C104977,VA-EB-PL2,2025-10-04,Amazon,1,3149,PL2-2508-2
VR888402,C100404,VA-EB-PL2,2025-10-04,vireo.in,1,3324,PL2-2506-2
VR888823,C107387,VA-SW-NX2,2025-10-04,vireo.in,1,5524,NX2-2509-1
VR888939,C105810,VA-SP-MINI,2025-10-04,vireo.in,1,1999,MINI-2507-4
VR889817,C105448,VA-EB-PL2,2025-10-04,Flipkart,1,3324,PL2-2509-2
VR891856,C109340,VA-EB-PL1,2025-10-04,vireo.in,1,2374,PL1-2508-3
VR891908,C101670,VA-EB-AIR,2025-10-04,vireo.in,1,1799,AIR-2509-4
VR892450,C107211,VA-EB-PL2,2025-10-04,vireo.in,2,6298,PL2-2507-4
VR892696,C101896,VA-EB-PL2,2025-10-04,vireo.in,1,3499,PL2-2507-4
VR893552,C102433,VA-EB-PL1,2025-10-04,vireo.in,1,2499,PL1-2507-4
VR893925,C102217,VA-SW-NX1,2025-10-04,Amazon,1,4999,NX1-2506-2
VR895121,C102626,VA-HP-ST2,2025-10-04,vireo.in,2,9998,ST2-2508-4
VR895628,C109034,VA-EB-PL2,2025-10-04,Amazon,1,2799,PL2-2508-1
VR895740,C100379,VA-EB-AIR,2025-10-04,vireo.in,1,1799,AIR-2509-4
VR896641,C108268,VA-HP-ST3,2025-10-04,vireo.in,1,5949,ST3-2508-1
VR897312,C105416,VA-SW-NX2,2025-10-04,Amazon,1,6499,NX2-2507-4
VR897570,C104733,VA-EB-PL2,2025-10-04,Amazon,1,3324,PL2-2508-1
VR897899,C103355,VA-SW-NX2,2025-10-04,Flipkart,1,6499,NX2-2507-4
VR899933,C109090,VA-NB-ARC,2025-10-04,vireo.in,1,1039,ARC-2509-2
VR901631,C102568,VA-EB-PL2,2025-10-04,vireo.in,1,3499,PL2-2507-1
VR902146,C103186,VA-SW-NX2,2025-10-04,vireo.in,1,6174,NX2-2507-1
VR902537,C105177,VA-EB-PL1,2025-10-04,vireo.in,1,2499,PL1-2509-2
VR902838,C102989,VA-EB-PL2,2025-10-04,Amazon,1,2974,PL2-2509-1
VR903557,C108663,VA-EB-AIR,2025-10-04,vireo.in,1,1799,AIR-2508-3
VR904203,C102343,VA-EB-PL2,2025-10-04,Amazon,1,3149,PL2-2509-3
VR904343,C108567,VA-EB-AIR,2025-10-04,Amazon,1,1799,AIR-2507-1
VR905202,C104692,VA-AC-CASE,2025-10-04,vireo.in,1,1299,CASE-2509-2
VR906236,C105062,VA-SW-NX2,2025-10-04,vireo.in,1,6499,NX2-2509-3
VR907523,C101023,VA-EB-PL2,2025-10-04,Amazon,1,3149,PL2-2507-1
VR909439,C104109,VA-EB-PL2,2025-10-04,Flipkart,1,3499,PL2-2507-2
VR880317,C109065,VA-SP-MINI,2025-10-05,Flipkart,1,2499,MINI-2506-2
VR880690,C109166,VA-HP-ST2,2025-10-05,Flipkart,1,4999,ST2-2509-1
VR880881,C102095,VA-EB-AIR,2025-10-05,vireo.in,2,3598,AIR-2507-3
VR881026,C105599,VA-SW-NX2,2025-10-05,Amazon,1,6174,NX2-2507-1
VR881792,C107074,VA-EB-AIR,2025-10-05,vireo.in,1,1529,AIR-2508-2
VR882099,C105292,VA-HP-ST3,2025-10-05,Flipkart,1,6999,ST3-2506-1
VR884360,C103494,VA-EB-PL2,2025-10-05,Amazon,1,3324,PL2-2508-1
VR886183,C101448,VA-EB-AIR,2025-10-05,vireo.in,1,1709,AIR-2506-2
VR888156,C108289,VA-EB-PL2,2025-10-05,vireo.in,1,2799,PL2-2508-3
VR888305,C102397,VA-EB-PL2,2025-10-05,vireo.in,2,6648,PL2-2507-1
VR889153,C104057,VA-EB-AIR,2025-10-05,Flipkart,1,1799,AIR-2506-1
VR889932,C103032,VA-EB-PL2,2025-10-05,vireo.in,1,2799,PL2-2509-1
VR890185,C104359,VA-EB-AIR,2025-10-05,vireo.in,1,1799,AIR-2507-4
VR891282,C105397,VA-SP-MINI,2025-10-05,Amazon,1,1999,MINI-2507-2
VR891520,C102559,VA-EB-PL2,2025-10-05,vireo.in,1,3499,PL2-2506-1
VR891812,C107341,VA-SW-NX2,2025-10-05,vireo.in,1,6499,NX2-2509-1
VR892105,C101967,VA-SW-NX2,2025-10-05,Amazon,1,5524,NX2-2507-2
VR893174,C108462,VA-EB-PL1,2025-10-05,vireo.in,1,2499,PL1-2508-4
VR894139,C106826,VA-AC-CASE,2025-10-05,Amazon,1,1299,CASE-2507-1
VR896389,C103962,VA-EB-AIR,2025-10-05,vireo.in,1,1799,AIR-2509-1
VR898010,C104977,VA-EB-PL2,2025-10-05,Amazon,1,3499,PL2-2507-4
VR902305,C109248,VA-SP-MINI,2025-10-05,Amazon,1,2374,MINI-2507-3
VR903259,C103340,VA-EB-PL1,2025-10-05,Flipkart,1,2374,PL1-2508-3
VR903769,C101597,VA-HP-ST3,2025-10-05,vireo.in,1,6649,ST3-2507-1
VR903952,C102709,VA-EB-PL2,2025-10-05,vireo.in,1,2799,PL2-2507-2
VR905807,C107434,VA-HP-ST2,2025-10-05,Flipkart,1,4999,ST2-2508-3
VR907184,C102402,VA-EB-PL2,2025-10-05,Flipkart,1,2799,PL2-2507-3
VR907358,C101336,VA-EB-PL1,2025-10-05,Amazon,1,2499,PL1-2506-3
VR907680,C109406,VA-EB-PL2,2025-10-05,vireo.in,1,3499,PL2-2509-2
VR908742,C100768,VA-SP-MINI,2025-10-05,vireo.in,1,2249,MINI-2507-1
VR909703,C100902,VA-HP-ST3,2025-10-05,vireo.in,1,6299,ST3-2507-1
VR909940,C105972,VA-SW-NX2,2025-10-05,vireo.in,1,5849,NX2-2507-2
VR880385,C102555,VA-SP-MINI,2025-10-06,Amazon,1,2124,MINI-2506-1
VR880933,C109257,VA-AC-CH65,2025-10-06,Flipkart,1,1499,CH65-2508-1
VR881283,C104635,VA-HP-ST2,2025-10-06,Flipkart,1,4999,ST2-2507-1
VR881345,C102175,VA-SW-FIT,2025-10-06,Amazon,1,1599,FIT-2507-1
VR882886,C104107,VA-EB-PL2,2025-10-06,vireo.in,1,3149,PL2-2508-4
VR883587,C106334,VA-SW-NX2,2025-10-06,Flipkart,1,6499,NX2-2508-4
VR885776,C106009,VA-EB-PL2,2025-10-06,Amazon,1,2974,PL2-2507-4
VR886378,C106442,VA-SP-MINI,2025-10-06,vireo.in,1,2374,MINI-2507-2
VR886406,C107200,VA-HP-ST3,2025-10-06,vireo.in,1,6299,ST3-2508-1
VR886526,C104118,VA-HP-ST3,2025-10-06,Amazon,1,6999,ST3-2507-3
VR889227,C103912,VA-AC-CASE,2025-10-06,vireo.in,1,1039,CASE-2506-1
VR889658,C106059,VA-EB-PL2,2025-10-06,vireo.in,1,2799,PL2-2507-3
VR892162,C101250,VA-EB-PL2,2025-10-06,vireo.in,1,2974,PL2-2508-2
VR892235,C105568,VA-NB-ARC,2025-10-06,Flipkart,1,1299,ARC-2508-4
VR893762,C107834,VA-HP-ST3,2025-10-06,Amazon,1,6299,ST3-2509-4
VR894012,C107707,VA-EB-PL2,2025-10-06,vireo.in,1,3499,PL2-2506-3
VR894127,C106970,VA-SW-FIT,2025-10-06,vireo.in,1,1999,FIT-2508-3
VR894186,C104683,VA-AC-CH65,2025-10-06,vireo.in,1,1499,CH65-2508-4
VR896205,C100056,VA-SP-MINI,2025-10-06,Amazon,1,2249,MINI-2506-3
VR897887,C100631,VA-EB-AIR,2025-10-06,Amazon,1,1799,AIR-2508-4
VR901139,C102198,VA-SW-NX2,2025-10-06,Amazon,1,6499,NX2-2508-2
VR901736,C104772,VA-EB-PL2,2025-10-06,vireo.in,2,6648,PL2-2508-3
VR903347,C106542,VA-EB-PL2,2025-10-06,Flipkart,1,3499,PL2-2507-2
VR903389,C105908,VA-SP-MINI,2025-10-06,vireo.in,1,2374,MINI-2506-2
VR903751,C107635,VA-EB-PL1,2025-10-06,vireo.in,1,2499,PL1-2508-3
VR907762,C101626,VA-SP-ORB,2025-10-06,vireo.in,1,4799,ORB-2509-2
VR908651,C100539,VA-EB-PL2,2025-10-06,Flipkart,1,3499,PL2-2509-4
VR909340,C107477,VA-EB-PL2,2025-10-06,vireo.in,1,3499,PL2-2506-1
VR881334,C109085,VA-EB-PL2,2025-10-07,vireo.in,1,3499,PL2-2507-1
VR882802,C106964,VA-SW-NX2,2025-10-07,vireo.in,2,12998,NX2-2509-4
VR882914,C109236,VA-SP-ORB,2025-10-07,Amazon,2,11998,ORB-2506-2
VR884527,C106056,VA-EB-PL2,2025-10-07,vireo.in,1,3499,PL2-2507-4
VR884587,C101181,VA-EB-PL2,2025-10-07,Amazon,1,3149,PL2-2508-1
VR885452,C101137,VA-SW-FIT,2025-10-07,Amazon,1,1799,FIT-2507-2
VR887175,C100108,VA-EB-PL2,2025-10-07,vireo.in,1,3324,PL2-2507-4
VR887789,C106273,VA-HP-ST3,2025-10-07,vireo.in,1,5949,ST3-2507-3
VR888338,C101616,VA-EB-PL2,2025-10-07,vireo.in,1,3324,PL2-2508-4
VR889676,C105655,VA-EB-PL2,2025-10-07,vireo.in,1,3149,PL2-2508-4
VR890224,C103817,VA-EB-PL2,2025-10-07,Flipkart,1,2799,PL2-2507-3
